,News,Category
4033,တောင်ကိုရီးယား_နိုင်ငံ_မြို့တော်_ဆိုးလ်_မှ_ရဲတပ်ဖွဲ့_သည်_ကေ_ပေါ့ပ်_အဖွဲ့_မှ_ဂန်_ဂျင်း_ပါဝင်_ပတ်သက်_သည့်_ယာဉ်တိုက်မှု_တစ်_ခု_ကို_စုံစမ်း_နေသည်_။_,Entertainment
4034,ဂန်_ဂျင်း_၏_မော်တော်ကား_သည်_မေလ_၂၄_ရက်_ဒေသ_စံတော်ချိန်_နံနက်_၂_နာရီ_တွင်_ဆိုးလ်_မြို့_ရှင်_ဆာ_ဒုံ_အရပ်_ရှိ_စတိုးဆိုင်_တစ်_ဆိုင်_ရှေ့_မှ_လမ်း_မီးတိုင်_တစ်_တိုင်_ကို_ဝင်_တိုက်_ခဲ့_သည်_ဂန်_ဂျင်း_သည်_ယာဉ်တိုက်မှု_ဖြစ်ပွား_ပြီး_နောက်တွင်_အခင်းဖြစ်_ပွား_ရာ_နေရာ_မှ_ထွက်ခွာ_သွား_ခဲ့_သည်_ဟု_သိရသည်_အခင်းဖြစ်_ပွား_ရာ_နေရာ_သို့_ရဲတပ်ဖွဲ့_ရောက်ရှိ_လာ_ပြီး_မျက်မြင်သက်သေ_များ_အား_မေးမြန်း_မှု_များ_ပြုလုပ်_ခဲ့_သည်_။_,Entertainment
4035,ကေ_ပေါ့ပ်_အဖွဲ့_မှ_ဂန်_ဂျင်း_သည်_နံနက်ပိုင်း_တွင်_ရဲစခန်း_သို့_သွားရောက်ကာ_ယာဉ်တိုက်မှု_နှင့်_ပတ်သက်_၍_စစ်ဆေး_ခံ_ခဲ့_သည်_ကျွန်တော်_တစ်ခုခု_ကို_တိုက်_မိ_လိုက်_တယ်_ဆို_တာကို_တော့_မှတ်မိ_တယ်_ဒါပေမဲ့_လမ်း_မီးတိုင်_မှန်း_တော့_မသိ_ခဲ့_ဘူး_ဟု_ဂန်_ဂျင်း_က_ပြော_ခဲ့_သည်_။_,Entertainment
4036,ဂန်_ဂျင်း_၏_သွေး_အတွင်း_အရက်_ပါဝင်_မှု_သည်_ယာဉ်မောင်း_လိုင်စင်_သိမ်းဆည်း_ခံရ_နိုင်_သည့်_၀_ဒသမ_၀၅_ရာခိုင်နှုန်း_ဖြစ်_နေသည်_ဟု_ရဲတပ်ဖွဲ့_က_ပြောသည်_ရဲတပ်ဖွဲ့_သည်_အဆိုပါ_ယာဉ်တိုက်မှု_ဖြစ်စဉ်_ကို_စုံစမ်း_နေ_ဆဲ_ဖြစ်သည်_ဂန်_ဂျင်း_သည်_၂၀၀၉_က_လည်း_အရက်မူး_ပြီး_ကား_မောင်း_ရာ_မှ_ယာဉ်တိုက်မှု_ဖြစ်_၍_ဝေဖန်မှု_များ_နှင့်_ရင်ဆိုင်_ခဲ့_ရ_သည်_ဟု_သိရသည်_။_,Entertainment
4037,မကြာခင်_ထွက်ရှိ_တော့_မယ့်_ဝေလ_ရဲ့_အဓိပတိ_ဖွား_။_,Entertainment
4038,တတိယ_တစ်ကိုယ်တော်_အခွေ_ကို_အဓိပတိ_ဖွား_ဟု_အမည်ပေး_ထား_ပြီး_ဇွန်လ_ဆန်း_တွင်_စတင်_ဖြန့်ချိ_မည်_ဖြစ်ကြောင်း_ဝေလ_က_ပြောသည်_။_,Entertainment
4039,ကျွန်တော်_က_အဓိပတိ_ဖွား_ဆို_တော့_အဲဒီ_နာမည်ပေး_ဖြစ်_တာ_သီချင်း_လည်း_ပါ_တယ်_ကျွန်တော်_ရေးထား_တာ_ပဲ_အဓိပတိ_ဖွား_သီချင်း_က_ကျွန်တော့်_အကြောင်း_တစ်စိတ်တစ်ပိုင်း_ကို_ပဲ_ရေးထား_တာ_ပါ_ဟု_၎င်း_က_ပြောသည်_။_,Entertainment
4040,ယင်း_အခွေ_တွင်_ကိုယ်ပိုင်_သံစဉ်_သီချင်း_စုစုပေါင်း_၁၃_ပုဒ်_ပါဝင်_မည်_ဖြစ်ပြီး_၎င်း_ကိုယ်တိုင်ရေး_ထား_သည့်_သီချင်း_ကိုး_ပုဒ်_ပါဝင်_သည်_ဟု_ဆိုသည်_။_,Entertainment
4041,ကျန်_တဲ့_လေး_ပုဒ်_ကတော့_တေးရေး_ဆရာလေး_ယောက်_၏_ဆရာ_ညီ_ညီ_သွင်_ဆရာ_ရွှေဂျော်ဂျော်_ကို_ဗီ_နို_ထွန်း_ရယ်_ကို_အောင်_ကို_မြင့်_ရယ်_ရေး_ပေး_ထား_တယ်_အဓိက_ကတော့_အပြောင်းအလဲ_လေး_တစ်_ခု_လေး_လည်း_နည်းနည်း_ပြောင်း_ချင်_တယ်_နောက်ပြီး_သူ_တို့_သီချင်း_တွေ_ကို_လည်း_ကြိုက်_လို့_ပါ_ဟု_အခြား_တေးရေး_ဆရာ_များ_၏_သီချင်း_များ_ထည့်_ဖြစ်_သည့်_အကြောင်း_ကို_ဝေလ_က_ပြောသည်_။_,Entertainment
4042,ထို့အပြင်_အွန်လိုင်း_တွင်_ဖြန့်ချိ_ကာ_ပရိသတ်_အားပေးမှု_ရရှိ_ခဲ့_သည့်_လူဖြစ်_ခွင့်ပေး_ပါ_သီချင်း_ကို_လည်း_အဖြစ်_ထည့်_ပေး_မည်_ဟု_၎င်း_က_ဆိုသည်_။_,Entertainment
4043,အရင်_အခွေ_တွေ_နဲ့_စာ_ရင်_နည်းနည်း_တော့_ပြောင်းသွား_တာ_ပေါ့_ပုံစံ_လေး_တွေ_နည်းနည်း_ပြောင်း_ထား_တယ်_စာသား_အကြောင်းအရာ_က_အစ_တတ်_သ_လောက်လေး_နဲ့_တော့_သေချာ_ကြိုးစား_ထား_ပါ_တယ်_ဟု_ဝေလ_က_ပြောသည်_။_,Entertainment
4044,ဝေလ_က_တစ်ကိုယ်တော်_အဖြစ်_၁၉၈၂_နှင့်_မိတ်ကပ်_မ_ကြိုက်_သော_သီချင်း_များ_အခွေ_များ_ထွက်ရှိ_ခဲ့_ပြီး_မိတ်ကပ်_မ_ကြိုက်_သော_သီချင်း_များ_အခွေ_တွင်_ပရိသတ်_အသိအမှတ်ပြု_ရရှိ_သလို_ဂီတ_ဆု_များ_လည်း_ချီးမြှင့်_ခြင်း_ခံ_ခဲ့_ရ_သည်_။_,Entertainment
4045,သရဲ_ကား_နဲ့_ရုပ်ရှင်_စရိုက်_မယ့်_ပို_ပို_။_,Entertainment
4046,ဇွန်လ_အတွင်း_ရိုက်ကူး_မည့်_ကြောက်_ကြောက်_ကြောက်_သရဲ_ဟာသ_ရုပ်ရှင်_ဇာတ်ကား_တွင်_ပါဝင်_သရုပ်ဆောင်_ရန်_လက်_ခံထား_ကြောင်း_ပို_ပို_က_ပြောသည်_။_,Entertainment
4047,က_ကို_ဝေ_မင်း_မောင်_က_ရုပ်ရှင်ကားကြီး_ရိုက်_ဖို့_ရှိ_တယ်_မင်းသမီး_ကလေး_ယောက်_ပါ_မယ်_ရိုက်_မလား_မေး_တော့_ပို_ပို_က_လည်း_သရုပ်ဆောင်_ချင်_တယ်_ဆို_တော့_ရိုက်_မယ်_ဆိုပြီး_လက်ခံ_ဖြစ်_တာ_ဟု_၎င်း_က_ပြောသည်_။_,Entertainment
4048,ယင်း_ရုပ်ရှင်_ဇာတ်ကား_တွင်_နေတိုး_ထွန်းထွန်းမင်း_သွေး_အလင်းရောင်_ခင်ဝင့်ဝါ_နန်း_မြတ်_ဖြိုး_သင်း_ပို_ပို_နှင့်_မေ_မြင့်မိုရ်_တို့_ပါဝင်_မည်_ဖြစ်ပြီး_ဇွန်လ_လယ်_၌_စတင်_ရိုက်ကူး_မည်_ဖြစ်သည်_။_,Entertainment
4049,မင်းသား_မင်းသမီးလေး_တွဲ_ပါ_မှာ_ဘယ်_နေရာ_က_သရုပ်ဆောင်_ရ_မ_လဲဆို_တာ_တော့_မသိ_သေး_ဘူး_ဇာတ်လမ်း_ကတော့_သရဲ_ဟာသ_ဇာတ်လမ်း_ဖတ်_တော့_ဖတ်_ပြီး_သွား_ပြီ_အရမ်း_ကောင်း_ပါ_တယ်_ရယ်_လည်း_ရယ်_ရ_တယ်_ပို_ပို_နဲ့_လိုက်_မယ့်_ဇာတ်ရုပ်_တော့_နှစ်_ခု_ပါ_တယ်_ဘယ်_ဇာတ်ရုပ်_ဖြစ်_မ_လဲ_တော့_မသိ_သေး_ဘူး_ဟု_ယင်း_ရုပ်ရှင်_ဇာတ်ကား_အကြောင်း_ပို_ပို_က_ပြောသည်_။_,Entertainment
4050,သရုပ်ဆောင်_အလုပ်_ကို_ဝါသနာပါ_သော်လည်း_၎င်း_အနေဖြင့်_ခက်ခက်ခဲခဲ_သရုပ်ဆောင်_ရ_မည့်_ဇာတ်ရုပ်_များ_ကို_သရုပ်ဆောင်_နိုင်_ဦး_မည်_ဟု_မ_ထင်_ကြောင်း_၎င်း_က_ဆိုသည်_။_,Entertainment
4051,သင်္ကြန်_ဆုတောင်း_ရိုက်_တုန်း_က_ကိုယ့်_ဟာ_ကိုယ်_ရိုက်_တာ_ဖြစ်_တဲ့_အတွက်_ကိုယ်လုပ်_ချင်_တဲ့_ပုံစံ_လေး_တွေ_လုပ်_ထား_တာ_မ_များ_ဘူး_ပေါ့_ဒါ_ကျ_တော့_ဒါရိုက်တာ_က_ဘယ်လိုမျိုး_လုပ်_ခိုင်း_မ_လဲ_ကိုယ်_က_လည်း_ပရော်ဖက်ရှင်နယ်_သရုပ်ဆောင်_မဟုတ်_တော့_ဒါရိုက်တာ_ကို_သင်ပေး_ပါ_လို့_ပြော_ရ_မှာ_ပေါ့_ကိုယ်လုပ်_တဲ့_ဟာ_ထိထိရောက်ရောက်_မ_ဖြစ်_မှာ_စိုး_တယ်_ရင်ခုန်_တယ်_အခုဟာ_က_သရဲ_ပုံစံ_တွေ_ဟာသ_ပုံစံ_တွေ_ဆို_တော့_စာဖတ်_ပြီး_ဘယ်လို_ကြိုးစား_မယ်_ဆို_တာ_မျိုး_တော့_ရှိပါတယ်_ဟု_၎င်း_၏_သရုပ်ဆောင်_ပိုင်း_နှင့်_ပတ်သက်_၍_လေ့ကျင့်_မှု_အကြောင်း_ပြောသည်_။_,Entertainment
4052,သရုပ်ဆောင်_ဘက်_တွင်_လှုပ်ရှားမှု_ပြုလုပ်_ဖြစ်_သော်လည်း_၎င်း_၏_ဒုတိယ_တစ်ကိုယ်တော်_အခွေ_ဖြစ်_သည့်_အလွမ်း_သီချင်း_ကြိုက်_တဲ့_ရေဒီယို_ဒီဗီဒီ_ကို_အောက်တိုဘာ_၌_ထွက်ရှိ_နိုင်_ရန်_ကြိုးစား_နေသည်_ဟု_ပို_ပို_က_ပြောသည်_။_,Entertainment
4053,ထို့အပြင်_၏_အစီအစဉ်_ဖြင့်_ဇွန်လ_ဆန်း_တွင်_ဘက်_သို့_အဖွဲ့_နှင့်_သွားရောက်_ရန်ရှိ_ပြီး_မ_သွား_ဖူး_သည့်_ခရီးစဉ်_တစ်_ခု_ဖြစ်_သောကြောင့်_ရင်ခုန်_နေ_ကြောင်း_၎င်း_က_ဆိုသည်_။_,Entertainment
4054,အဲဒီ_ခရီးစဉ်_အတွက်_ရင်ခုန်_မှု_က_တစ်လ_လောက်_ကတည်းက_ကြို_ပြီးရင်_ခုန်_နေ_တာ_ကိုယ်_မ_သွား_ဖူး_တဲ့_နိုင်ငံ_တွေ_သွား_ရ_မယ်_နောက်ပြီး_ပို_ပို_က_ပြင်သစ်_ကို_အရမ်း_သွား_ချင်_တာ_ဆို_တော့_ဆန္ဒ_လည်း_ပြည့်ဝ_သွား_တာ_ပေါ့_ဟု_၎င်း_က_ပြောသည်_။_,Entertainment
4055,ဘေလ်_ဘုတ်_တေးဂီတ_ဆုယူ_ချိန်_မှာ_မျက်ရည်_တွေတွေ_ကျ_ခဲ့_တဲ့_ဆ_လင်း_ဒီ_ယွန်_။_,Entertainment
4056,ကနေဒါ_အဆိုတော်_ဆ_လင်း_ဒီ_ယွန်_သည်_မေလ_၂၂_ရက်_တွင်_အမေရိကန်_နိုင်ငံ_လာ့စ်ဗီးဂတ်စ်_မြို့_၌_ကျင်းပ_ခဲ့_သော_၂၀၁၆_ဘေလ်_ဘုတ်_တေးဂီတ_ဆုပေးပွဲ_တွင်_သား_ကြီး_ဖြစ်_သူ_ပေးအပ်_သော_ဆု_လက်ခံ_ရယူ_စဉ်_မျက်ရည်_များ_ကျ_ခဲ့_သည်_။_,Entertainment
4057,ကမ္ဘာကျော်_အဆိုတော်_ဆ_လင်း_ဒီ_ယွန်_သည်_သား_ဖြစ်_သူ_ရန်_နေး_ချားစ်_ပေးအပ်_သော_ဆု_လက်ခံ_ရယူ_စဉ်_စိတ်လှုပ်ရှား_လွန်း_၍_မျက်ရည်_မ_ထိန်း_နိုင်_ဖြစ်_ခဲ့_သည်_။_,Entertainment
